id,Fleet,Fleet_name,Used,Kind,Sex,Bin,Obs,Exp,Dev,effN,Nsamp_in,Nsamp_adj
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,130,0.200022066,0.18402806,0.015994006,391.614119,266.809906,26.6809906
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,135,0.6996455042,0.30107439,0.3985711142,432.228519,333.713206,33.3713206
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,140,0.8560298937,0.6822902,0.1737396937,543.734219,388.479736,38.8479736
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,145,1.1316879148,1.0320386,0.0996493147999997,585.511919,411.278176,41.1278176
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,150,1.2293956245,1.9058589,-0.676463275500001,691.432919,492.172506,49.2172506
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,155,2.2863217834,3.1564052,-0.870083416599999,752.758569,532.239756,53.2239756
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,160,3.7152738409,4.5139383,-0.798664459100002,781.556709,548.374636,54.8374636
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,165,3.8838792124,4.6199006,-0.736021387600001,798.18521,573.285476,57.3285476
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,170,4.0744143711,3.9791414,0.0952729711000004,798.18521,573.285476,57.3285476
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,175,4.079755072,4.1594286,-0.0796735280000007,798.18521,573.285476,57.3285476
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,180,3.9528811115,4.7445034,-0.791622288499998,798.18521,573.285476,57.3285476
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,185,3.9574673806,3.7617931,0.1956742806,789.76202,565.066946,56.5066946
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,190,2.1166777128,2.688471,-0.571793287199999,777.74632,558.983496,55.8983496
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,195,1.9765484531,2.0292574,-0.0527089468999995,767.37042,553.245926,55.3245926
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,200,1.7676981139,1.3266276,0.4410705139,692.96612,527.448406,52.7448406
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,205,0.779389966,0.8408165,-0.061426534,639.84224,490.89117,49.089117
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,210,0.6892441831,0.48525,0.2039941831,536.8082,425.42722,42.542722
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,215,0.5951415336,0.2016154,0.3935261336,357.0868,308.06563,30.806563
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,220,0.1955530535,0.0668065,0.1287465535,279.03804,273.58824,27.358824
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,225,0.2279831041,0.03655293,0.1914301741,279.03804,273.58824,27.358824
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,230,0.2025441029,0.011838695,0.1907054079,208.05581,169.93514,16.993514
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,125,0.6181418241,0.11338932,0.5047525041,345.375419,211.473906,21.1473906
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,235,0.1375881622,0.003404076,0.1341840862,115.22892,76.07439,7.607439
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,240,0.3090569805,0.001087648,0.3079693325,56.56852,53.78063,5.378063
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,245,0.1177053614,0.00050908,0.1171962814,41.59702,38.91413,3.891413
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,250,0.1530498805,0.00031727,0.1527326105,29.47352,35.76694,3.576694
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,255,0.0320708805,0.000201718,0.0318691625,22.38633,28.77047,2.877047
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,105,0.090333632,0.003753804,0.086579828,124.81688,62.167926,6.2167926
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,110,0.1902274428,0.020122364,0.1701050788,219.11688,119.034716,11.9034716
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,115,0.257967334,0.03878201,0.219185324,256.440029,129.619976,12.9619976
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,120,0.2607501155,0.08730242,0.1734476955,340.776059,205.575596,20.5575596
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,85,0.0556273711,0.0002023911,0.05542498,46.5173,42.60521,4.260521
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,90,0.0001994416,0.000219579,-2.01374e-05,46.5173,42.60521,4.260521
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,95,0.0001994416,0.000305005,-0.0001055634,46.5173,42.60521,4.260521
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,100,0.0589994416,0.00177616,0.0572232816,51.71648,42.753036,4.2753036
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,50,0.0283548,9.96711e-05,0.0282551289,36.0773,39.5071,3.95071
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,55,9.96711e-05,9.96711e-05,0,36.0773,39.5071,3.95071
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,60,9.96711e-05,9.96711e-05,0,36.0773,39.5071,3.95071
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,65,9.96711e-05,9.96712e-05,-1.00000000006996e-10,36.0773,39.5071,3.95071
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,70,9.96711e-05,9.96729e-05,-1.80000000000395e-09,36.0773,39.5071,3.95071
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,75,9.96711e-05,9.96988e-05,-2.76999999999998e-08,36.0773,39.5071,3.95071
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,80,9.96711e-05,9.99958e-05,-3.24700000000001e-07,36.0773,39.5071,3.95071
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,260,9.97805e-05,9.9932e-05,-1.515e-07,4.26453,3.80277,0.380277
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,265,9.97805e-05,9.97999e-05,-1.94000000000019e-08,4.26453,3.80277,0.380277
12-CAAL-old-growth-SD,14,F14_LL.ALL.4,yes,LEN,1,270,0.0713716,9.97828e-05,0.0712718172,4.26453,3.80277,0.380277
